,node,x,y
78,WARRENTO_LNODE82_5,"[-13798211.002998833, -13793653.763939925, -13793653.763939925, -13794470.849002348, -13795211.123616125, -13795243.406268451, -13795530.610554699, -13797026.744510962, -13797670.171167744, -13797596.700303823, -13797981.865741968, -13798726.593135376, -13798855.723744692, -13800126.992329555, -13800249.443769427, -13799994.52213551, -13800035.710347105, -13800267.254887953, -13800834.984291, -13801888.066673905, -13803064.713691588, -13805868.85166467, -13807024.347979104, -13807392.81549363, -13807147.912613885, -13807258.11890977, -13807694.491313681, -13807447.36204412, -13807577.605848348, -13808356.842283899, -13808520.481935367, -13808464.82218997, -13808251.088767646, -13808499.331232114, -13808994.702966146, -13809373.189234843, -13809040.34395737, -13809639.242817838, -13809357.604506131, -13809337.566997789, -13809524.58374232, -13809397.679522816, -13809008.06130504, -13808758.705645664, -13808223.258894948, -13807930.48863416, -13807694.491313681, -13808217.69292041, -13807843.659431344, -13807880.394863307, -13808322.333241755, -13809463.358022386, -13809522.357352505, -13809186.172490312, -13809594.715021523, -13810228.122924134, -13813309.446429294, -13813195.900548683, -13813508.70831781, -13813449.708987692, -13812954.337253662, -13812480.116222885, -13812055.988962961, -13812396.626604788, -13812198.477911178, -13812261.930020928, -13811969.159760144, -13811321.280323725, -13810475.252193695, -13810290.46183898, -13811265.620578328, -13811333.525467712, -13811148.735112995, -13810693.438395653, -13810127.935382422, -13809468.923996925, -13808920.118907314, -13808960.193923999, -13809214.00236301, -13809060.381465713, -13809626.99767385, -13809460.018437663, -13808088.562311089, -13807836.980261896, -13807214.704308363, -13806242.885153735, -13806345.299085267, -13806195.017772695, -13806569.05126176, -13806459.958160784, -13806597.994329367, -13806291.865729686, -13806850.689573467, -13806709.313820163, -13806953.103504997, -13806764.973565554, -13807156.81817315, -13807031.027148552, -13807212.477918547, -13806531.202634891, -13806591.315159919, -13806375.355347782, -13806452.165796427, -13805891.11556283, -13805492.59178579, -13805522.648048304, -13805757.532173878, -13805561.609870084, -13805400.196608432, -13805366.800761191, -13804576.432376558, -13804604.26224926, -13804260.285022708, -13803912.968211433, -13803912.968211433, -13803694.782009477, -13803669.178526595, -13803239.485292133, -13802464.70163621, -13801458.37343944, -13801294.733787976, -13801446.128295455, -13801121.075382337, -13800763.739816891, -13800828.305121552, -13800605.666139966, -13800237.198625438, -13800394.159107458, -13799434.585096817, -13799258.700301366, -13798732.159109915, -13798237.900570791, -13798105.430376748, -13798430.483289864, -13798210.070698094, -13798359.238815758, -13798187.806799935, -13798211.002998833]","[5844262.942948754, 5823205.376632375, 5819988.367522725, 5820673.445581978, 5820845.698756498, 5821483.225721783, 5821916.31954059, 5823305.905235017, 5823627.972541132, 5823801.893772858, 5823911.401491734, 5825372.171151821, 5826187.214987159, 5827567.806828311, 5828165.539615149, 5828331.494174994, 5828903.49740592, 5829121.029495343, 5829121.029495343, 5830033.111317356, 5830569.768895839, 5830982.356682436, 5829755.931601505, 5829699.529818799, 5829014.679803655, 5828834.210533401, 5828995.343633841, 5829325.675691102, 5829614.122091547, 5829325.675691102, 5829467.480564055, 5828969.562139994, 5828761.701598393, 5828953.448744581, 5828771.369421962, 5828175.20678545, 5827917.419202709, 5827380.922946062, 5826847.681215514, 5826240.372634798, 5826003.581940921, 5825441.430843633, 5825233.653398849, 5825468.8127321815, 5825085.474023485, 5825154.731465323, 5824834.219029459, 5824587.80281004, 5823446.0030690795, 5822912.999034309, 5824682.825243044, 5824610.3504134165, 5824766.574676279, 5824935.68653136, 5824851.93549335, 5825422.102502868, 5822710.111695725, 5823260.816749914, 5823913.01190952, 5824584.581728544, 5825649.213180492, 5826097.00880271, 5828001.199340904, 5828352.440118023, 5828597.3502187105, 5828856.768990298, 5828966.339458561, 5832342.743769281, 5846369.868353542, 5867162.05161722, 5877227.454755292, 5881825.17115283, 5883031.315831279, 5883877.661497732, 5884362.482484772, 5884550.580784709, 5884320.323074319, 5884083.58553303, 5884049.534768412, 5882888.6449106615, 5882658.430817582, 5880251.272014941, 5877903.104885768, 5876519.455143703, 5876043.167166442, 5874256.507511266, 5873072.620560931, 5872075.105114054, 5868283.636958412, 5866215.370215207, 5865445.154264571, 5862874.480817315, 5862229.09938449, 5861842.540211209, 5860833.361220564, 5860767.057040743, 5860647.387347569, 5860548.741933202, 5860390.264732091, 5855753.645164768, 5852851.343449071, 5852365.026841537, 5851914.278967509, 5850634.862378351, 5843933.8866726635, 5843443.220398511, 5843294.734676423, 5842900.93683943, 5843339.925718195, 5841298.4903281, 5840728.909365566, 5840417.510979691, 5840475.594817775, 5840948.346962568, 5840433.64534075, 5840101.2834669035, 5840428.805029348, 5840249.7153759515, 5840999.980132583, 5841262.991288498, 5841580.874146218, 5842005.273707175, 5841445.328783979, 5841514.714839837, 5841369.488836348, 5841243.6282362845, 5842052.071868406, 5841346.898339842, 5840993.525969767, 5839736.667870288, 5840162.591995812, 5839970.60092107, 5840494.956182239, 5841200.061524388, 5842273.156198246, 5842844.450888472, 5844027.503737791, 5844262.942948754]"
79,WARRENTO_LNODE82_6,"[-13800252.783354148, -13799874.297085455, -13800111.40760084, -13801226.828898592, -13803078.072030483, -13802682.887838168, -13802572.681542283, -13800915.13432437, -13800747.041893272, -13800380.80076856, -13800175.972905502, -13800334.046582429, -13800252.783354148]","[5822718.162691723, 5822801.8934855675, 5822425.111167425, 5822268.928340063, 5822534.601807365, 5822563.584851137, 5822864.692102175, 5822700.450510181, 5823148.096544711, 5823299.464008756, 5823201.235890671, 5822951.644770386, 5822718.162691723]"
80,WARRENTO_LNODE82_7,"[-13805708.551597927, -13805165.312482856, -13804691.091452075, -13804113.34329486, -13804052.117574926, -13804426.151063992, -13804855.84429845, -13805877.757223934, -13806856.255548006, -13807616.567670126, -13807516.380128412, -13807285.948782468, -13807238.081401428, -13806712.653404884, -13806612.465863172, -13806764.973565554, -13806482.22205894, -13805786.475241484, -13805708.551597927]","[5825908.545286011, 5825128.961190911, 5823613.479259863, 5823255.985854439, 5822922.6604524795, 5822784.181136021, 5822996.731676273, 5824223.828039619, 5824399.371519604, 5825488.141175271, 5826172.717502467, 5826241.983477623, 5825908.545286011, 5826098.619619348, 5826512.609243581, 5827214.986264911, 5827545.251666964, 5826965.281606762, 5825908.545286011]"
81,WARRENTO_LNODE82_8,"[-13808354.615894083, -13808458.143020522, -13808244.409598198, -13808521.595130274, -13808868.911941547, -13808862.232772103, -13808354.615894083]","[5826802.574631992, 5826655.979828017, 5826153.387559928, 5825881.162033013, 5826151.776733312, 5826482.00234187, 5826802.574631992]"
82,WARRENTO_LNODE82_9,"[-13807387.249519091, -13807277.043223206, -13807495.22942516, -13808393.577715863, -13808821.044560507, -13809165.021787059, -13808950.175169827, -13809075.966194427, -13808865.572356826, -13807638.831568284, -13807387.249519091]","[5882517.387139176, 5881982.414487006, 5882089.406407891, 5881582.016905868, 5880928.775864255, 5881022.787708168, 5881773.297681381, 5882210.989719923, 5883246.947876008, 5882869.189964888, 5882517.387139176]"
83,WH2_GNODEGEN2_1,"[-13870064.505056217, -13870493.577094696, -13870438.609104402, -13870640.097382735, -13870417.45840115, -13870500.948019246, -13870064.505056217]","[6170658.729002495, 6170601.218459713, 6170793.802911854, 6171420.6953166155, 6171209.491125657, 6171440.810274177, 6170658.729002495]"
84,WH2_GNODEGEN2_2,"[-13873930.38112545, -13884448.429860579, -13884524.977469383, -13884502.713571224, -13884998.085305253, -13884848.917187592, -13885074.895753901, -13884743.163671337, -13884998.085305253, -13884944.651949672, -13884561.712901345, -13884517.185105028, -13884132.01966688, -13884551.694147173, -13884198.811361358, -13884292.319733625, -13884002.889057564, -13883793.608414872, -13883918.28624456, -13883504.177738808, -13883644.440297207, -13883461.876332307, -13883464.102722123, -13882858.524692206, -13882787.2802181, -13882247.38068775, -13881790.970775502, -13881473.710226737, -13881490.408150358, -13880950.508620009, -13880863.679417191, -13881070.733670067, -13880595.399444379, -13879791.672720851, -13879004.643920943, -13877657.678082345, -13877017.591010284, -13876528.898445701, -13876409.786590552, -13875882.132204194, -13875505.87232531, -13874496.204543814, -13874463.921891486, -13874739.994228654, -13874191.189139042, -13873813.816065254, -13873930.38112545]","[6170140.581443808, 6168730.9952224, 6168772.640019627, 6169308.888651247, 6169608.8674285915, 6170094.888950572, 6170525.627715867, 6170460.261289575, 6170748.547756298, 6170813.9163913755, 6170644.629418714, 6170901.075350602, 6170817.268642574, 6171311.740120725, 6171130.709948936, 6171472.6590539785, 6171672.135695132, 6171502.831691893, 6171878.322335791, 6171662.077937719, 6171947.052323477, 6171876.646001564, 6172062.721113889, 6171486.069102099, 6171652.020192124, 6171331.854821383, 6171668.783108021, 6171569.88238044, 6171814.621866041, 6171630.228450724, 6171764.332357514, 6171973.873932323, 6172074.455716485, 6171930.288860789, 6172290.710568495, 6171776.06654964, 6172233.712633585, 6171980.579347689, 6172299.092649884, 6171910.172749062, 6172096.248592724, 6171823.003479641, 6171303.359009443, 6171078.748294371, 6170589.318561649, 6170743.519420513, 6170140.581443808]"
85,WH2_GNODEGEN2_3,"[-13672386.4009948, -13669179.450089574, -13667470.209034115, -13668603.013957301, -13668411.544433137, -13668679.824405948, -13668598.56117767, -13668795.596676376, -13668638.636194354, -13672305.500221083, -13672578.232973529, -13672184.161976121, -13672386.4009948]","[6267180.441725481, 6265881.667620286, 6264216.199432814, 6263295.499348388, 6263898.752673332, 6264076.686728981, 6263647.956740707, 6263546.284832069, 6263226.026306428, 6264649.490344166, 6265412.158910004, 6266681.730877728, 6267180.441725481]"
86,WH2_GNODEGEN2_4,"[-13664245.468332894, -13663604.56860577, -13663405.119733933, -13663459.435041036, -13663908.131289085, -13664243.742697837, -13665425.95569006, -13668608.57993184, -13669323.251062734, -13669057.197479738, -13668191.131841365, -13666346.56787892, -13664689.02066101, -13664245.468332894]","[6260646.015590347, 6259113.614534785, 6255624.716297031, 6253725.078807575, 6251191.498292944, 6251344.362785767, 6252891.065704251, 6255509.597418126, 6256767.525367002, 6257002.878540691, 6256974.093988373, 6258984.168264369, 6259680.269879994, 6260646.015590347]"
87,WH2_GNODEGEN2_5,"[-13680594.053433698, -13692555.12747741, -13692745.985120548, -13692829.47473864, -13693162.320016112, -13693162.320016112, -13693987.001570761, -13694633.645070393, -13694983.723672587, -13695349.748010201, -13695540.104339458, -13695714.875940003, -13695630.273126999, -13694423.5698468, -13693402.770116227, -13692081.40776051, -13691903.29657524, -13691057.268445212, -13690605.311312592, -13687824.550432574, -13687634.194103321, -13688030.491490543, -13687928.077559013, -13687201.161284134, -13686584.45130514, -13686405.226924961, -13685749.555124188, -13686061.24969841, -13686758.109710775, -13685463.464032851, -13682141.690427579, -13682162.841130828, -13682068.219563654, -13680594.053433698]","[6226512.190505014, 6211163.423729411, 6211478.053457462, 6211094.076290409, 6211127.757804001, 6210384.997236063, 6209327.861939585, 6209008.118513558, 6208865.621470776, 6209182.869051618, 6209768.8146712, 6211380.3734102445, 6212379.120625182, 6213507.694632355, 6216543.79727411, 6217585.285478093, 6218084.166480263, 6218544.309054293, 6219815.308533272, 6221561.978835566, 6222079.642231167, 6222403.408669231, 6222568.669214081, 6222553.492091135, 6223020.622640333, 6223710.403909045, 6224621.203413444, 6225587.769755182, 6226151.229184938, 6225766.588157522, 6226520.703425895, 6225931.914182674, 6226547.697608178, 6226512.190505014]"
88,WH2_GNODEGEN2_6,"[-13701796.742936105, -13709398.21553571, -13709281.38228298, -13710108.486099573, -13710143.632998614, -13710473.32920246, -13710481.40639373, -13711029.098288434, -13711075.852474567, -13711423.169285841, -13712855.851132352, -13713007.24563983, -13712684.419116529, -13712792.3990226, -13713356.78884092, -13713543.805585455, -13713951.234921757, -13713852.16057495, -13714112.64818341, -13714800.602636509, -13714923.054076381, -13714877.413085157, -13714333.060775178, -13714100.403039418, -13713841.028625872, -13713745.293863792, -13713236.563790865, -13712629.872566039, -13712287.008534398, -13709322.570494572, -13708725.89802392, -13707773.00318273, -13708989.7252171, -13708760.407066066, -13708184.885298664, -13707997.868554134, -13707103.973043062, -13706754.429841971, -13705695.781484528, -13705444.199435335, -13704830.829041062, -13704283.137146361, -13703638.597294668, -13703584.05074418, -13703157.69709444, -13703427.09026216, -13703653.068828473, -13703741.011226198, -13703609.654227061, -13704083.87525784, -13701796.742936105]","[6206092.905098956, 6203000.3759993045, 6203465.284122074, 6202762.00224952, 6202697.176184226, 6202563.0751421, 6202693.023187542, 6202804.062927684, 6203150.65083337, 6203221.316120102, 6204888.850761496, 6205486.281263733, 6206154.443400011, 6206590.375964009, 6206686.317791238, 6206077.021420577, 6205856.540949748, 6205237.206544722, 6204927.556255019, 6205306.206243129, 6206226.816757347, 6206701.466599758, 6207538.059368635, 6208426.924164593, 6208492.582636252, 6208874.758677564, 6209051.541952981, 6209948.984229977, 6211019.977430287, 6211122.705568438, 6211348.375018186, 6211185.016683411, 6210945.879216145, 6210703.380485932, 6210784.21262733, 6210526.562856419, 6210526.562856419, 6210854.941381577, 6210551.822292613, 6210940.827088687, 6210760.636506675, 6211043.554270253, 6210580.449744331, 6209906.888196827, 6209398.384584093, 6208250.15387657, 6208019.5162647925, 6207639.0620521465, 6207472.408267758, 6207240.108442377, 6206092.905098956]"
89,WH2_GNODEGEN2_7,"[-13711087.328508768, -13711810.48893763, -13711473.2630567, -13711087.328508768]","[6202313.341938397, 6202019.21880837, 6202618.997499384, 6202313.341938397]"
90,WH2_GNODEGEN2_8,"[-13708839.44390453, -13709272.476723716, -13709255.778800095, -13708890.650870293, -13708839.44390453]","[6213777.227013506, 6213827.7652867315, 6214144.47864252, 6214070.35318205, 6213777.227013506]"
91,WH2_GNODEGEN2_9,"[-13700939.09964293, -13701378.811631566, -13701985.502856387, -13701413.32067371, -13700939.09964293]","[6215317.094673852, 6214865.550950921, 6214944.737853793, 6215558.040135504, 6215317.094673852]"
92,WH2_GNODEGEN2_10,"[-13707360.007871887, -13707442.384295074, -13707765.210818375, -13707440.157905258, -13707360.007871887]","[6215681.042900641, 6215647.343335826, 6215800.677435272, 6215969.17963698, 6215681.042900641]"
93,WH2_GNODEGEN2_11,"[-13709693.264398914, -13708112.527629651, -13706407.113030696, -13704115.044715263, -13705466.463333493, -13706274.642836653, -13710559.330037287, -13709693.264398914]","[6215500.751784195, 6214695.385847978, 6214476.366473816, 6212926.544523479, 6212803.581623371, 6213066.3538178755, 6215325.519225083, 6215500.751784195]"
94,WH2_GNODEGEN2_12,"[-13706375.943573276, -13706775.580545222, -13707111.765407419, -13706712.128435472, -13706375.943573276]","[6215318.779583425, 6215384.491317462, 6215522.656108198, 6215792.252412905, 6215318.779583425]"
95,WH2_GNODEGEN2_13,"[-13706810.08958737, -13706766.674985958, -13706992.65355227, -13706955.918120308, -13706810.08958737]","[6216960.040186991, 6216830.27806271, 6216776.351529147, 6216946.558315596, 6216960.040186991]"
96,WH2_GNODEGEN2_14,"[-13715953.872561127, -13715269.257692749, -13714907.46934767, -13715593.197410958, -13715285.955616366, -13712702.230235059, -13712456.214160403, -13712579.778795183, -13711935.238943491, -13711586.80893731, -13710979.004517576, -13710430.199427966, -13708797.14249803, -13708609.012558587, -13708855.02863324, -13708838.330709621, -13708377.468017738, -13707876.530309169, -13707873.190724446, -13707256.480745448, -13707626.061454881, -13708425.33539878, -13709358.192731628, -13709984.921464793, -13710783.082213782, -13710882.156560585, -13712308.15923765, -13712433.950262245, -13712879.228225417, -13713402.429832146, -13714888.545034235, -13716729.769411957, -13716926.804910662, -13718034.433844054, -13717947.604641235, -13718706.803568445, -13718535.371552622, -13718735.746636052, -13715953.872561127]","[6222364.623497147, 6222177.445374668, 6221777.808597918, 6221543.431221327, 6220616.102155727, 6219688.874336898, 6219766.420420818, 6220078.297690909, 6220783.01391465, 6220779.641927458, 6219864.1969271535, 6219790.02154342, 6218719.608020266, 6218505.541502263, 6218401.038547619, 6218173.496238972, 6218136.415847732, 6217696.519920293, 6217410.009918934, 6217261.702655012, 6217061.154904552, 6217364.506278552, 6218202.149379444, 6218401.038547619, 6218256.08496484, 6217976.297835035, 6218020.119306958, 6217315.6322695995, 6217024.079368371, 6217536.410198941, 6217942.589164313, 6219130.900565119, 6219810.2511292985, 6220353.096344274, 6220759.410032405, 6221336.037930235, 6221508.022252108, 6222233.092493623, 6222364.623497147]"
