,node,p3_level,p4_level,p1_level,p2_level,RTPD3_lmp,RTPD4_lmp,RTPD3_int_end,RTPD4_int_end,RTPD3_energy,RTPD4_energy,RTPD3_congestion,RTPD4_congestion,RTPD3_losses,RTPD4_losses,RTPD1_lmp,RTPD2_lmp,RTPD1_int_end,RTPD2_int_end,RTPD1_energy,RTPD2_energy,RTPD1_congestion,RTPD2_congestion,RTPD1_losses,RTPD2_losses
5014,MANTECA_1_N001,12.0,7.0,10.0,5.0,92.87999,67.40756999999999,13:45,14:00,72.20716999999999,54.52721999999999,20.015729999999998,12.20967,0.65709,0.67068,84.43598,57.28416,14:15,14:30,63.57613,48.48055,19.41667,7.49949,1.44318,1.30413
5015,MANTECA_1_N002,12.0,7.0,10.0,5.0,92.87999,67.40756999999999,13:45,14:00,72.20716999999999,54.52721999999999,20.015729999999998,12.20967,0.65709,0.67068,84.43598,57.28416,14:15,14:30,63.57613,48.48055,19.41667,7.49949,1.44318,1.30413
5016,MANTECA_1_N012,12.0,7.0,10.0,5.0,92.87999,67.40756999999999,13:45,14:00,72.20716999999999,54.52721999999999,20.015729999999998,12.20967,0.65709,0.67068,84.43598,57.28416,14:15,14:30,63.57613,48.48055,19.41667,7.49949,1.44318,1.30413
5017,MANTECA_1_N013,12.0,7.0,10.0,5.0,92.87999,67.40756999999999,13:45,14:00,72.20716999999999,54.52721999999999,20.015729999999998,12.20967,0.65709,0.67068,84.43598,57.28416,14:15,14:30,63.57613,48.48055,19.41667,7.49949,1.44318,1.30413
5018,MANTECA_1_N033,12.0,7.0,10.0,5.0,92.87999,67.40756999999999,13:45,14:00,72.20716999999999,54.52721999999999,20.015729999999998,12.20967,0.65709,0.67068,84.43598,57.28416,14:15,14:30,63.57613,48.48055,19.41667,7.49949,1.44318,1.30413
5019,MANTUA_LNODED1,4.0,3.0,3.0,3.0,52.02104,38.050129999999996,13:45,14:00,72.20716999999999,54.52721999999999,-13.696179999999998,-9.30739,3.42005,2.4603,36.81698,34.462,14:15,14:30,63.57613,48.48055,-20.26556,-6.72347,2.81641,2.33492
5020,MANVILLE_1_N001,12.0,7.0,10.0,5.0,94.57611,69.19306999999999,13:45,14:00,72.20716999999999,54.52721999999999,15.61036,9.46395,6.758589999999999,5.2019,84.40786,58.523,14:15,14:30,63.57613,48.48055,15.1226,5.84888,5.70914,4.19357
5021,MAN_LNODEXF1,3.0,3.0,3.0,3.0,27.90141,23.54566,13:45,14:00,72.20716999999999,54.52721999999999,-29.592640000000003,-18.05162,-4.80311,-3.29995,21.61395,25.33024,14:15,14:30,63.57613,48.48055,-28.93471,-11.08416,-3.71748,-2.43616
5022,MAPLETON_LNODED1,4.0,3.0,3.0,3.0,52.06579,37.43724,13:45,14:00,72.20716999999999,54.52721999999999,-10.05695,-7.21305,-0.17443,-0.24693,36.23746,33.54125,14:15,14:30,63.57613,48.48055,-18.08294,-5.67838,0.05427,0.36908
5023,MAP_LNODEXF1,3.0,3.0,3.0,3.0,28.005740000000003,23.59066,13:45,14:00,72.20716999999999,54.52721999999999,-29.4011,-17.93478,-4.8903300000000005,-3.37178,21.65954,25.30487,14:15,14:30,63.57613,48.48055,-28.74801,-11.01239,-3.85858,-2.53329
