node_ba,node_type,node_name,latitude,longitude,geometry
CA,LOAD,BUENAVS2_7_B4,36.65359362,-121.6296271,POINT (-121.6296270600148 36.65359361712653)
CA,LOAD,BUENAVS2_7_B5,36.65363611,-121.6295285,POINT (-121.6295285113975 36.65363611114147)
CA,GEN,BUENAVT_2_N006,35.16,-119.37,POINT (-119.37 35.16)
PACE,LOAD,BUFFAHD_LNODELD,44.35439,-106.65369,POINT (-106.65369 44.35439)
PACE,LOAD,BUFFALOS_LNODE62,44.34667,-106.70194,POINT (-106.70194 44.34667)
PACE,LOAD,BUFFALOS_LNODETE,39.95114,-112.0496914,POINT (-112.0496913707112 39.95113999998519)
CA,LOAD,BULLARD_1_N001,36.82438828,-119.7692242,POINT (-119.769224200453 36.8243882791299)
CA,LOAD,BULLARD_1_N004,36.82438828,-119.7691119,POINT (-119.769111888919 36.8243882790771)
CA,LOAD,BULLARD_1_N005,36.82429838,-119.7692242,POINT (-119.769224200453 36.82429837640645)
CA,LOAD,BULLARD_1_N006,36.82438828,-119.7693365,POINT (-119.769336511987 36.8243882790771)
CA,GEN,BULLARD_1_N009,36.82447818,-119.7692242,POINT (-119.769224200453 36.82447818185339)
PACE,LOAD,BURGINT_LNODESW,39.95114,-112.0498086,POINT (-112.0498086292888 39.95113999998519)
CA,LOAD,BURLNGME_1_N001,37.5896265,-122.3634336,POINT (-122.363433591617 37.5896265023641)
NV,LOAD,BURNHAM_LNODE-1,36.05296133,-115.1209115,POINT (-115.1209115 36.05296133128378)
NV,LOAD,BURNHAM_LNODE-2,36.05288075,-115.120854,POINT (-115.1208539545658 36.05288074934443)
NV,LOAD,BURNHAM_LNODE-3,36.05288075,-115.120969,POINT (-115.1209690454342 36.05288074934443)
PACE,LOAD,BUSH_LNODED1,41.63594,-112.12931,POINT (-112.12931 41.63594000000001)
PACE,LOAD,BUTLERVI_LNODE-4,40.62449424,-111.82222,POINT (-111.82222 40.6244942370863)
PACE,LOAD,BUTLERVI_LNODED1,40.62441288,-111.8221581,POINT (-111.8221581145339 40.62441288144034)
PACE,LOAD,BUTLERVI_LNODED2,40.62441288,-111.8222819,POINT (-111.8222818854661 40.62441288144034)
CA,LOAD,BUTTE_1_N010,39.71181326,-121.813252,POINT (-121.8132520407693 39.71181326041132)
CA,LOAD,BUTTE_1_N101,39.71181326,-121.8133686,POINT (-121.8133686398527 39.71181326041132)
CA,GEN,BUTTVLLY_7_B1,40.13,-121.17,POINT (-121.17 40.13)
APS,LOAD,BU_LNODE10A,33.42266501,-111.916736,POINT (-111.916736 33.422665007)
APS,LOAD,BU_LNODE12A,33.42266501,-111.9166285,POINT (-111.9166285370934 33.42266500695366)
APS,LOAD,BU_LNODE14A,33.42257532,-111.9166285,POINT (-111.9166285372044 33.42257531518374)
APS,LOAD,BU_LNODE17A,33.42251189,-111.9167045,POINT (-111.9167045248989 33.42251189356729)
APS,LOAD,BU_LNODE18A,33.42249673,-111.9168104,POINT (-111.916810439985 33.4224967264933)
APS,LOAD,BU_LNODE21A,33.42252779,-111.9169113,POINT (-111.9169112512757 33.42252779137636)
APS,LOAD,BU_LNODE22A,33.42259321,-111.9169848,POINT (-111.9169847745062 33.42259320527787)
APS,LOAD,BU_LNODE28A,33.42267797,-111.9170199,POINT (-111.9170198954995 33.42267797177441)
APS,LOAD,BU_LNODE29A,33.42276753,-111.917014,POINT (-111.9170140245058 33.42276752959138)
APS,LOAD,BU_LNODE30A,33.42284957,-111.9169706,POINT (-111.9169705954707 33.42284957080104)
APS,LOAD,BU_LNODE33A,33.42291484,-111.9168969,POINT (-111.9168968845239 33.42291483758819)
APS,LOAD,BU_LNODE34A,33.4229573,-111.9168022,POINT (-111.9168022274924 33.42295730031832)
APS,LOAD,BU_LNODE36A,33.42297397,-111.9166966,POINT (-111.9166966357264 33.42297396645021)
APS,LOAD,BU_LNODE37A,33.42296448,-111.9165898,POINT (-111.9165897749468 33.42296448209682)
APS,LOAD,BU_LNODER9A,33.42293063,-111.9164903,POINT (-111.9164902581861 33.4229306331911)
PGE,LOAD,BVRT_LNODEWR1,45.483963,-122.7977361,POINT (-122.797736147824 45.48396299998218)
PGE,LOAD,BVRT_LNODEWR2,45.483963,-122.7978639,POINT (-122.797863852176 45.48396299998218)
APS,LOAD,BV_LNODE10A,33.66484601,-111.964054,POINT (-111.964054 33.664846007)
APS,LOAD,BV_LNODE12A,33.66484601,-111.963946,POINT (-111.9639460012313 33.66484600695307)
APS,LOAD,BV_LNODE13A,33.66475612,-111.963946,POINT (-111.9639460013441 33.66475612018355)
APS,LOAD,BV_LNODER1A,33.66469256,-111.9640224,POINT (-111.9640223679494 33.66469256068217)
APS,LOAD,BV_LNODER2A,33.66467736,-111.9641288,POINT (-111.9641288111772 33.66467736063309)
APS,LOAD,BV_LNODER4A,33.66470849,-111.9642301,POINT (-111.9642301251603 33.66470849305337)
APS,LOAD,BV_LNODER5A,33.66477405,-111.964304,POINT (-111.9643040150141 33.66477404917045)
APS,LOAD,BV_LNODER9A,33.664859,-111.9643393,POINT (-111.9643393111406 33.66485899995761)
IPCO,GEN,BYPS_GNODE131,42.55886505,-114.0586044,POINT (-114.058604429 42.55886504800003)
APS,LOAD,BY_LNODER1A,33.02508601,-113.038614,POINT (-113.038614 33.025086007)
APS,GEN,BZ_GNODESTZ,33.37881466,-112.6768763,POINT (-112.6768763131944 33.37881465697285)
APS,GEN,BZ_GNODETRPG,33.37873701,-112.6768226,POINT (-112.6768226264847 33.37873700695377)
APS,LOAD,BZ_LNODE12A,33.37865936,-112.6768763,POINT (-112.6768763132903 33.3786593570041)
APS,LOAD,BZ_LNODER13,33.37865936,-112.6769837,POINT (-112.6769836867097 33.3786593570041)
APS,LOAD,BZ_LNODER1A,33.37873701,-112.6770374,POINT (-112.6770373735152 33.37873700695377)
APS,LOAD,BZ_LNODER3A,33.37881466,-112.6769837,POINT (-112.6769836868056 33.37881465697285)
CA,LOAD,B_6_N001,32.71437748,-117.1694423,POINT (-117.1694423475046 32.7143774758128)
CA,LOAD,B_6_N003,32.71419828,-117.1694423,POINT (-117.1694423477185 32.71419828406216)
CA,LOAD,B_6_N005,32.71419828,-117.1696553,POINT (-117.1696553221355 32.71419828406216)
CA,LOAD,B_6_N007,32.71437748,-117.1696553,POINT (-117.1696553223494 32.7143774758128)
CA,GEN,C493GEN_7_N003,32.738434,-115.994209,POINT (-115.994209 32.73843400000001)
NV,LOAD,CABANA_LNODE-1,36.11465534,-115.0563314,POINT (-115.0563314 36.11465533830362)
NV,LOAD,CABANA_LNODE-2,36.11457476,-115.0562738,POINT (-115.0562738125857 36.11457476083434)
NV,LOAD,CABANA_LNODE-3,36.11457476,-115.056389,POINT (-115.0563889874143 36.11457476083434)
CA,GEN,CABAZON_7_B1,33.9290099,-116.7197259,POINT (-116.7197259 33.9290099)
CA,LOAD,CABRILLO_1_N001,32.70751722,-117.2449262,POINT (-117.2449261621503 32.70751722012005)
CA,LOAD,CABRILLO_6_N001,32.70733802,-117.2449262,POINT (-117.2449261623642 32.70733802185855)
CA,LOAD,CABRILLO_6_N004,32.70733802,-117.2451391,POINT (-117.2451391281418 32.70733802185855)
CA,GEN,CABRILLO_6_N011,32.70751722,-117.2451391,POINT (-117.2451391283557 32.70751722012005)
PACE,LOAD,CACHE_LNODEAD,41.76456,-111.85525,POINT (-111.85525 41.76456)
IPCO,LOAD,CACK_LNODE041,43.03569674,-116.0286203,POINT (-116.0286202884201 43.03569673953028)
IPCO,LOAD,CACK_LNODE042,43.03551706,-116.0286203,POINT (-116.0286202887799 43.03551706033814)
IPCO,LOAD,CACK_LNODE043,43.03551706,-116.0288661,POINT (-116.0288661112201 43.03551706033814)
IPCO,LOAD,CACK_LNODE131,43.03569674,-116.0288661,POINT (-116.0288661115799 43.03569673953028)
NV,LOAD,CACTUS_LNODE-1,36.00236477,-115.1711754,POINT (-115.1711753567226 36.00236476998727)
NV,LOAD,CACTUS_LNODE-2,36.00236477,-115.171286,POINT (-115.1712860432774 36.00236476998727)
NV,LOAD,CAESARS_LNODE-1,36.11735255,-115.1797424,POINT (-115.1797423845625 36.11735254998722)
NV,LOAD,CAESARS_LNODE-2,36.11735255,-115.1798532,POINT (-115.1798532154375 36.11735254998722)
CA,LOAD,CALAVE_1_N001,36.71900212,-119.7655414,POINT (-119.7655414323169 36.71900212103412)
CA,LOAD,CALAVE_1_N002,36.7188225,-119.7655414,POINT (-119.7655414325789 36.71882249874673)
CA,LOAD,CALAVE_1_N004,36.7188225,-119.7657655,POINT (-119.7657655180731 36.71882249874673)
CA,LOAD,CALCMENT_6_N101,34.77,-118.209945,POINT (-118.2099449772958 34.76999999998759)
CA,LOAD,CALCMENT_6_N151,34.77,-118.210055,POINT (-118.2100550227042 34.76999999998759)
CA,LOAD,CALISTGA_6_N001,38.59266369,-122.5786205,POINT (-122.57862047708 38.5926636900024)
CA,LOAD,CALLENDR_1_N001,35.04,-120.6,POINT (-120.6 35.04)
CA,LOAD,CALPELLA_1_N001,39.19753773,-123.1921345,POINT (-123.192134506266 39.1975377251196)
NV,LOAD,CALSUB_LNODEET,39.521219,-120.008761,POINT (-120.008761 39.521219)
CA,LOAD,CAMBRIA_6_N001,35.6001676,-121.1154823,POINT (-121.115482329087 35.6001675994887)
CA,LOAD,CAMDEN_6_N001,36.44625884,-119.7990424,POINT (-119.7990424138106 36.44625883771072)
CA,LOAD,CAMDEN_6_N002,36.44625884,-119.7991538,POINT (-119.7991538225574 36.44625883771072)
CA,LOAD,CAMERON_6_N001,32.65324639,-116.4881262,POINT (-116.488126195113 32.6532463947254)
NV,LOAD,CAMERO_LNODEK2,36.03789786,-115.1904952,POINT (-115.1904952 36.03789786)
CA,LOAD,CAMINO_2_N001,34.83,-114.99,POINT (-114.99 34.83)
PACW,LOAD,CAMPBELL_LNODE02,42.29611,-122.8271595,POINT (-122.8271594719857 42.29610999998413)
PACW,LOAD,CAMPBELL_LNODE19,42.29611,-122.8272805,POINT (-122.8272805280143 42.29610999998413)
PACW,GEN,CAMPCOL_NODET,45.902806,-118.58825,POINT (-118.58825 45.902806)
CA,LOAD,CAMPHORA_6_N001,36.46829812,-121.3901711,POINT (-121.390171065931 36.46829811769727)
CA,LOAD,CAMPHORA_6_N003,36.46829812,-121.3902825,POINT (-121.390282521515 36.46829811769727)
PACE,LOAD,CAMPWILL_LNODE-1,40.468396,-111.948339,POINT (-111.948339 40.46839600000001)
PSE,LOAD,CAM_LNODEXF2,47.35833333,-122.2808333,POINT (-122.2808333 47.35833333)
CA,LOAD,CANAL_6_N001,37.06636944,-120.835421,POINT (-120.8354210400139 37.06636943731088)
CA,LOAD,CANAL_6_N006,37.06636944,-120.835534,POINT (-120.8355339805901 37.06636943731088)
PACW,LOAD,CANNONBE_LNODE56,45.88861,-123.955,POINT (-123.955 45.88861)
PACE,LOAD,CANNON_LNODED1,40.73317,-111.91156,POINT (-111.91156 40.73317)
CA,GEN,CANTGEN_7_N002,36.428641,-120.338173,POINT (-120.338173 36.428641)
PACE,LOAD,CANYONCP_LNODE4I,41.4545,-110.88022,POINT (-110.88022 41.4545)
CA,LOAD,CAPAY_6_N001,39.77608297,-122.1038298,POINT (-122.103829826877 39.7760829727388)
PACE,LOAD,CAPITOL_LNODED1,40.78583,-111.89722,POINT (-111.89722 40.78583)
CA,LOAD,CAPSTRNO_1_N001,33.51294762,-117.6655448,POINT (-117.665544769297 33.5129476186047)
CA,LOAD,CAPSTRNO_1_N006,33.51286684,-117.6654888,POINT (-117.6654888300595 33.51286683573841)
CA,GEN,CAPSTRNO_1_N016,33.51286684,-117.6656007,POINT (-117.6656007085345 33.51286683573841)
CA,GEN,CAPWIND_1_B1,33.88,-116.46,POINT (-116.46 33.88)
PSE,LOAD,CAP_LNODEXF1,47.03388889,-122.893267,POINT (-122.8932669603756 47.03388888998085)
PSE,LOAD,CAP_LNODEXF2,47.03388889,-122.8933996,POINT (-122.8933996396244 47.03388888998085)
CA,GEN,CARBOGEN_7_B1,33.81886,-118.222474,POINT (-118.222474 33.81886)
CA,LOAD,CARBONA_6_N003,37.69218392,-121.4181823,POINT (-121.4181823143595 37.69218392376124)
CA,LOAD,CARBONA_6_N101,37.69218392,-121.4182966,POINT (-121.4182966023906 37.69218392376124)
NV,LOAD,CAREY_LNODE-5,36.20464023,-115.0615316,POINT (-115.0615316 36.20464023135458)
NV,LOAD,CAREY_LNODE-6,36.20455965,-115.0614739,POINT (-115.0614739431771 36.2045596493089)
NV,LOAD,CAREY_LNODE-7,36.20455965,-115.0615893,POINT (-115.0615892568229 36.2045596493089)
NV,LOAD,CARLIN_LNODE12,40.726565,-116.116231,POINT (-116.116231 40.726565)
PACE,LOAD,CARLISLE_LNODED1,40.69472,-111.91944,POINT (-111.91944 40.69472)
CA,LOAD,CARLOTTA_6_N001,40.54112255,-124.0638202,POINT (-124.0638201845071 40.54112254603137)
CA,LOAD,CARLOTTA_6_N003,40.54112255,-124.0639391,POINT (-124.0639390858869 40.54112254603137)
CA,LOAD,CARLTNHS_1_N001,32.85503777,-117.0118512,POINT (-117.0118512476782 32.85503777081706)
CA,LOAD,CARLTNHS_1_N004,32.85485868,-117.0118512,POINT (-117.0118512478934 32.8548586788927)
CA,GEN,CARLTNHS_1_N011,32.85485868,-117.0120644,POINT (-117.0120644404966 32.8548586788927)
CA,GEN,CARLTNHS_1_N012,32.85503777,-117.0120644,POINT (-117.0120644407118 32.85503777081706)
CA,LOAD,CARNATIO_6_N001,35.31133189,-119.0835742,POINT (-119.083574198359 35.3113318876821)
CA,LOAD,CARNERAS_6_N001,35.5410548,-119.8052384,POINT (-119.805238422491 35.5410547956505)
PACW,LOAD,CARNES_LNODE84,43.13,-123.37194,POINT (-123.37194 43.13)
CA,LOAD,CAROLNDS_6_N001,37.55291937,-122.3763306,POINT (-122.3763306287686 37.55291937257781)
CA,LOAD,CAROLNDS_6_N002,37.55291937,-122.3764447,POINT (-122.3764446786454 37.55291937257781)
CA,LOAD,CARQUINZ_1_N001,38.09103764,-122.2484868,POINT (-122.2484867557888 38.0910376354226)
CA,LOAD,CARQUINZ_1_N002,38.09103764,-122.2486015,POINT (-122.2486014964152 38.0910376354226)
PACE,LOAD,CARRDRAW_LNODED1,44.319898,-105.8965999,POINT (-105.8965998667795 44.31989799998258)
PACE,LOAD,CARRDRAW_LNODED2,44.319898,-105.8967261,POINT (-105.8967261332205 44.31989799998258)
CA,LOAD,CARRIZO_1_N001,35.38050854,-120.0402522,POINT (-120.040252161444 35.3805085393159)
NV,LOAD,CARSONN_LNODE30,39.172588,-119.759409,POINT (-119.759409 39.172588)
NV,LOAD,CARSONN_LNODE31,39.172588,-119.7592935,POINT (-119.7592935027371 39.172587999943)
NV,LOAD,CARSONN_LNODE32,39.17249846,-119.7592935,POINT (-119.7592935028842 39.17249846106166)
NV,LOAD,CARSONN_LNODE33,39.17243515,-119.7593752,POINT (-119.7593751717084 39.17243514756361)
NV,LOAD,CARSONN_LNODE40,39.17242001,-119.759489,POINT (-119.7594890053798 39.17242000633914)
NV,LOAD,CARSONN_LNODE41,39.17245102,-119.7595974,POINT (-119.7595973536922 39.17245101824553)
NV,LOAD,CARSONN_LNODE42,39.17251632,-119.7596764,POINT (-119.759676373831 39.1725163206136)
NV,LOAD,CARSONN_LNODE43,39.17260094,-119.7597141,POINT (-119.7597141206721 39.17260094259969)
PACE,LOAD,CARTERCR_LNODE4A,-34.99999991,-1103912181,POINT (-1103912180.999945 -34.99999991304589)
PACE,LOAD,CARTERCR_LNODE5A,-34.99999991,-1103912181,POINT (-1103912181.000055 -34.99999991304589)
CA,LOAD,CARTWRT_1_N001,37.79,-122.2499428,POINT (-122.2499427851278 37.78999999998617)
CA,LOAD,CARTWRT_1_N010,37.79,-122.2500572,POINT (-122.2500572148722 37.78999999998617)
CA,LOAD,CARUTHRS_6_N001,36.53155443,-119.8827576,POINT (-119.88275764926 36.5315544286869)
PSE,LOAD,CAR_LNODEXF1,48.76,-122.4594444,POINT (-122.4594444 48.76)
PACW,LOAD,CASCADE_LNODE20,46.10285775,-118.9210453,POINT (-118.9210452596713 46.10285774955224)
PACW,LOAD,CASCADE_LNODE37,46.10278,-118.9209805,POINT (-118.9209805195253 46.10277999992686)
PACW,LOAD,CASCADE_LNODE38,46.10270225,-118.9210453,POINT (-118.9210452598539 46.10270225041114)
PACW,LOAD,CASCADE_LNODE54,46.10270225,-118.9211747,POINT (-118.9211747401461 46.10270225041114)
PACW,LOAD,CASCADE_LNODE76,46.10278,-118.9212395,POINT (-118.9212394804747 46.10277999992686)
PACW,LOAD,CASCADE_LNODE91,46.10285775,-118.9211747,POINT (-118.9211747403287 46.10285774955224)
PACE,LOAD,CASPERP_LNODE87,42.87194,-106.3591088,POINT (-106.3591087965533 42.87193999998372)
PACE,LOAD,CASPERP_LNODELD,42.87194,-106.3592312,POINT (-106.3592312034467 42.87193999998372)
PACE,LOAD,CASTO_LNODED1,40.65944,-111.80722,POINT (-111.80722 40.65944)
CA,LOAD,CASTROVL_2_N001,37.69127711,-122.0610033,POINT (-122.0610032622259 37.69127710778533)
CA,LOAD,CASTROVL_2_N003,37.69127711,-122.0611175,POINT (-122.0611175488441 37.69127710778533)
CA,LOAD,CASTROVL_2_N006,36.76278394,-121.7362541,POINT (-121.7362540753205 36.76278393674195)
CA,GEN,CASTROVL_2_N009,37.659003,-122.0632,POINT (-122.0632 37.65900300000001)
PSE,LOAD,CAS_LNODEXF1,47.20222222,-120.9691667,POINT (-120.9691667 47.20222222)
CA,GEN,CATALGEN_7_N001,34.94,-118.35,POINT (-118.35 34.94)
CA,LOAD,CATALYST_7_N001,37.33647662,-121.8790959,POINT (-121.8790958875078 37.33647661843457)
CA,GEN,CATALYST_7_N002,37.33647662,-121.8792095,POINT (-121.8792094884602 37.33647661843457)
CA,LOAD,CATLETT_6_N001,38.80881111,-121.5161154,POINT (-121.516115411958 38.8088111148265)
PACW,LOAD,CAVEJUNC_LNODE63,42.16597,-123.6374396,POINT (-123.6374395686699 42.16596999998409)
PACW,LOAD,CAVEJUNC_LNODED2,42.16597,-123.6375604,POINT (-123.6375604313301 42.16596999998409)
PACW,LOAD,CAVEMAN_LNODE26,42.45806,-123.3243793,POINT (-123.3243793224891 42.45805999998397)
PACW,LOAD,CAVEMAN_LNODE89,42.45806,-123.3245007,POINT (-123.3245006775109 42.45805999998397)
CA,GEN,CAVLSRGN_7_B1,35.342221,-119.913255,POINT (-119.913255 35.342221)
CA,LOAD,CAWELOB_6_N001,35.57097797,-119.1154635,POINT (-119.1154634844026 35.5709779715997)
CA,LOAD,CAWELOC_1_N001,35.57097797,-119.1155739,POINT (-119.1155738657214 35.5709779715997)
IPCO,GEN,CAWP_GNODEAWP,42.878333,-115.016389,POINT (-115.016389 42.878333)
CA,LOAD,CAYUCOS_6_N001,35.44865364,-120.8703061,POINT (-120.8703061394043 35.448653638011)
CA,LOAD,CAYUCOS_6_N006,35.44865364,-120.8704165,POINT (-120.8704164809276 35.448653638011)
APS,LOAD,CA_LNODE10A,33.82851003,-111.947776,POINT (-111.947776 33.82851002754219)
APS,LOAD,CA_LNODE14A,33.828429,-111.9477197,POINT (-111.9477196828073 33.82842899671615)
APS,LOAD,CA_LNODER2A,33.828429,-111.9478323,POINT (-111.9478323171926 33.82842899671615)
APS,LOAD,CB_LNODE10A,33.51188901,-111.917781,POINT (-111.917781 33.511889007)
APS,LOAD,CB_LNODE12A,33.51188901,-111.9176733,POINT (-111.9176733470515 33.51188900695347)
APS,LOAD,CB_LNODE14A,33.51179925,-111.9176733,POINT (-111.9176733471632 33.51179924901724)
APS,LOAD,CB_LNODE18A,33.51173578,-111.9177495,POINT (-111.9177494692372 33.51173578061442)
APS,LOAD,CB_LNODE21A,33.5117206,-111.9178556,POINT (-111.9178555716273 33.51172060235143)
APS,LOAD,CB_LNODE22A,33.51175169,-111.9179566,POINT (-111.9179565611963 33.5117516901509)
APS,LOAD,CB_LNODE24A,33.51181715,-111.9180302,POINT (-111.9180302144487 33.5118171523083)
APS,LOAD,CB_LNODE25A,33.51190198,-111.9180654,POINT (-111.9180653975524 33.51190198133734)
APS,LOAD,CB_LNODE26A,33.51199161,-111.9180595,POINT (-111.9180595161774 33.51199160522184)
APS,LOAD,CB_LNODER9A,33.51207371,-111.918016,POINT (-111.9180160103413 33.5120737069543)
CA,GEN,CCOS6_7_B1,37.99874742,-121.7833139,POINT (-121.783313868783 37.99874742404395)
CA,GEN,CCOS7_7_B1,37.9986661,-121.7832543,POINT (-121.7832542877764 37.99866610194353)
CA,LOAD,CCOSTA_2_N001,37.9986661,-121.7833734,POINT (-121.7833734497896 37.99866610194353)
PGE,LOAD,CCRK_LNODEWR1,45.3414,-122.7808,POINT (-122.7808 45.3414)
APS,GEN,CCR_GNODECCS,33.0433596,-112.6661362,POINT (-112.6661361913449 33.04335960318143)
APS,GEN,CCR_GNODEPAL,33.04318054,-112.6661362,POINT (-112.6661361915621 33.04318053672755)
APS,LOAD,CCR_LNODE14A,33.04318054,-112.6663498,POINT (-112.6663498084379 33.04318053672755)
APS,LOAD,CCR_LNODER2A,33.0433596,-112.6663498,POINT (-112.6663498086551 33.04335960318143)
CA,LOAD,CCSUB_1_N001,38.03,-121.75,POINT (-121.75 38.03)
CA,LOAD,CCSUB_2_N001,38.02,-121.7599427,POINT (-121.7599426586008 38.01999999998606)
CA,LOAD,CCSUB_2_N010,38.02,-121.7600573,POINT (-121.7600573413992 38.01999999998606)
CA,GEN,CCSUB_6_N024,38.000648,-121.75077,POINT (-121.75077 38.000648)
APS,LOAD,CC_LNODE10A,33.47528701,-112.066284,POINT (-112.066284 33.475287007)
APS,LOAD,CC_LNODE11A,33.47528701,-112.0661764,POINT (-112.0661764262805 33.47528700695357)
APS,LOAD,CC_LNODE13A,33.47519728,-112.0661764,POINT (-112.0661764263919 33.47519727715307)
APS,LOAD,CC_LNODE14A,33.47513383,-112.0662525,POINT (-112.0662524924427 33.47513382864513)
APS,LOAD,CC_LNODE17A,33.47511866,-112.0663585,POINT (-112.0663585167452 33.47511865514004)
APS,LOAD,CC_LNODE18A,33.47514973,-112.0664594,POINT (-112.0664594319895 33.47514973319475)
APS,LOAD,CC_LNODE19A,33.47521517,-112.066533,POINT (-112.0665330310354 33.47521517483241)
APS,LOAD,CC_LNODE21A,33.47529998,-112.0665682,POINT (-112.0665681882451 33.47529997727093)
APS,LOAD,CC_LNODE22A,33.47538957,-112.0665623,POINT (-112.0665623111981 33.47538957306166)
APS,LOAD,CC_LNODE25A,33.47547165,-112.0665188,POINT (-112.0665188373806 33.47547164905811)
APS,LOAD,CC_LNODE26A,33.47553694,-112.0664451,POINT (-112.0664450504249 33.47553694351959)
APS,LOAD,CC_LNODE27A,33.47557942,-112.0663503,POINT (-112.0663502957849 33.47557942425473)
APS,LOAD,CC_LNODE29A,33.4755961,-112.0662446,POINT (-112.0662445951347 33.47559609745331)
APS,LOAD,CC_LNODE30A,33.47558661,-112.0661376,POINT (-112.0661376241621 33.47558660907828)
APS,LOAD,CC_LNODER9A,33.47555275,-112.066038,POINT (-112.0660380047819 33.47555274581979)
IPCO,LOAD,CDAL_LNODE133,43.6055522,-116.3351174,POINT (-116.3351174374517 43.60555219998309)
IPCO,LOAD,CDAL_LNODE134,43.6055522,-116.3352422,POINT (-116.3352421625483 43.60555219998309)
IPCO,GEN,CDPO_GNODE001,44.5252046,-116.0485793,POINT (-116.0485793447338 44.52520459998252)
IPCO,GEN,CDPO_GNODE002,44.5252046,-116.0487059,POINT (-116.0487058552662 44.52520459998252)
APS,LOAD,CDS_LNODER2A,34.33466101,-112.1138793,POINT (-112.1138792668446 34.33466100698779)
APS,LOAD,CDS_LNODER4A,34.33466101,-112.1139887,POINT (-112.1139887331554 34.33466100698779)
IPCO,LOAD,CDWL_LNODE134,43.67913591,-116.6860759,POINT (-116.6860759 43.67913591360121)
IPCO,LOAD,CDWL_LNODE135,43.67905459,-116.686011,POINT (-116.6860109814718 43.67905459318094)
IPCO,LOAD,CDWL_LNODE65A,43.67905459,-116.6861408,POINT (-116.6861408185282 43.67905459318094)
APS,LOAD,CD_LNODE10A,33.30301162,-111.8343164,POINT (-111.8343163865882 33.30301161834399)
APS,LOAD,CD_LNODE13A,33.30293401,-111.8342628,POINT (-111.8342627732719 33.30293400695402)
APS,LOAD,CD_LNODER1A,33.3028564,-111.8343164,POINT (-111.8343163866837 33.30285639563304)
APS,LOAD,CD_LNODER2A,33.3028564,-111.8344236,POINT (-111.8344236133163 33.30285639563304)
APS,LOAD,CD_LNODER5A,33.30293401,-111.8344772,POINT (-111.8344772267281 33.30293400695402)
APS,LOAD,CD_LNODER9A,33.30301162,-111.8344236,POINT (-111.8344236134118 33.30301161834399)
PACW,LOAD,CEDARVIL_LNODED1,41.53156,-120.18194,POINT (-120.18194 41.53156)
CA,GEN,CEDRCRK_6_N001,40.7911693,-121.9378321,POINT (-121.9378321081513 40.79116930036572)
CA,LOAD,CEDRCRK_6_N101,40.7911693,-121.9379516,POINT (-121.9379515576787 40.79116930036572)
PSE,LOAD,CED_LNODEXF1,47.21138889,-122.3036111,POINT (-122.3036111 47.21138889)
PSE,LOAD,CEK_LNODESEC,47.65083333,-122.6966667,POINT (-122.6966667 47.65083333)
PACE,LOAD,CENTENNI_LNODED1,40.73306,-111.9893803,POINT (-111.9893803328761 40.73305999998467)
PACE,LOAD,CENTENNI_LNODED2,40.73306,-111.9894997,POINT (-111.9894996671239 40.73305999998467)
PACE,LOAD,CENTERST_LNODED1,42.85469,-106.32611,POINT (-106.32611 42.85469000000001)
CA,LOAD,CENTERS_6_N001,33.92888407,-118.105463,POINT (-118.105463 33.92888407383776)
CA,GEN,CENTERS_6_N004,33.92880296,-118.1054066,POINT (-118.1054065608985 33.9288029630683)
CA,LOAD,CENTERS_6_N200,33.92880296,-118.1055194,POINT (-118.1055194391015 33.9288029630683)
PACE,LOAD,CENTERVI_LNODED1,40.91333,-111.8925,POINT (-111.8925 40.91333)
PACE,LOAD,CENTRALW_LNODE42,37.4125,-113.64472,POINT (-113.64472 37.4125)
PSE,LOAD,CEN_LNODEXF1,47.6125,-122.1865998,POINT (-122.1865997726815 47.61249999998056)
PSE,LOAD,CEN_LNODEXF2,47.6125,-122.1867336,POINT (-122.1867336273185 47.61249999998056)
PACE,LOAD,CERRO_LNODET1,-9.04E-05,9.04E-05,POINT (9.043695664659023e-05 -9.043695670581291e-05)
CA,LOAD,CERTTEED_1_N001,37.06,-120.0799435,POINT (-120.0799435379126 37.05999999998667)
CA,LOAD,CERTTEED_1_N002,37.06,-120.0800565,POINT (-120.0800564620874 37.05999999998667)
APS,LOAD,CE_LNODE13A,33.5919518,-111.9449901,POINT (-111.9449900843186 33.59195179634649)
APS,LOAD,CE_LNODE14A,33.59187401,-111.9449362,POINT (-111.9449361687343 33.5918740069532)
APS,LOAD,CE_LNODE17A,33.59179622,-111.9449901,POINT (-111.9449900844158 33.59179621763004)
APS,LOAD,CE_LNODE18A,33.59179622,-111.9450979,POINT (-111.9450979155842 33.59179621763004)
APS,LOAD,CE_LNODE21A,33.59187401,-111.9451518,POINT (-111.9451518312656 33.5918740069532)
APS,LOAD,CE_LNODER9A,33.5919518,-111.9450979,POINT (-111.9450979156814 33.59195179634649)
APS,LOAD,CF_LNODEMR1,32.57412934,-112.8741918,POINT (-112.874191839774 32.5741293398274)
APS,LOAD,CG_LNODE11A,32.88503101,-111.775034,POINT (-111.775034 32.88503100699999)
APS,LOAD,CG_LNODE12A,32.88503101,-111.7749274,POINT (-111.7749273749195 32.88503100695476)
APS,LOAD,CG_LNODE22A,32.88494147,-111.7749274,POINT (-111.7749273750272 32.8849414672911)
