node_ba,node_type,node_name,latitude,longitude,geometry
PACE,LOAD,106THSO_LNODED1,40.55611,-111.90056,POINT (-111.90056 40.55611)
PACE,LOAD,118THSO_LNODER1,40.53944,-111.89667,POINT (-111.89667 40.53944)
PACE,LOAD,13THSO_LNODE-3,40.73972,-111.8862703,POINT (-111.8862703260759 40.73971999998462)
PACE,LOAD,13THSO_LNODED2,40.73972,-111.8863897,POINT (-111.8863896739241 40.73971999998462)
PACE,LOAD,23RDST_LNODED3,41.22611,-111.96939,POINT (-111.96939 41.22611)
NV,GEN,26FTDROP_GNODEIT,39.484637,-118.903608,POINT (-118.903608 39.484637)
CA,GEN,2C559EQ2_7_N001,35.294502,-118.854003,POINT (-118.854003 35.294502)
PACE,LOAD,3RDWEST_LNODED1,40.76639,-111.9018803,POINT (-111.9018802993461 40.76638999998463)
PACE,LOAD,3RDWEST_LNODED2,40.76639,-111.9019997,POINT (-111.9019997006539 40.76638999998463)
PACE,LOAD,5THWEST_LNODED1,40.76583,-111.9049403,POINT (-111.9049402998991 40.76582999998463)
PACE,LOAD,5THWEST_LNODER2,40.76583,-111.9050597,POINT (-111.9050597001009 40.76582999998463)
PACE,LOAD,6THSO_LNODED1,40.75597,-111.88728,POINT (-111.88728 40.75597)
PACE,LOAD,90THSO_LNODE-6,40.58861,-111.91583,POINT (-111.91583 40.58861)
APS,LOAD,AA_LNODE10A,33.61831501,-111.927736,POINT (-111.927736 33.618315007)
APS,LOAD,AA_LNODE12A,33.61831501,-111.9276281,POINT (-111.9276281084837 33.61831500695321)
APS,LOAD,AA_LNODE13A,33.61822516,-111.9276281,POINT (-111.9276281085962 33.61822516090764)
APS,LOAD,AA_LNODE14A,33.61816163,-111.9277044,POINT (-111.9277043993627 33.61816163020244)
APS,LOAD,AA_LNODER1A,33.61814644,-111.9278107,POINT (-111.9278107368834 33.6181464370399)
APS,LOAD,AA_LNODER2A,33.61817756,-111.927912,POINT (-111.927911950253 33.61817755535562)
APS,LOAD,AA_LNODER4A,33.61824308,-111.9279858,POINT (-111.9279857667274 33.61824308177212)
APS,LOAD,AA_LNODER6A,33.61832799,-111.928021,POINT (-111.9280210278011 33.61832799407176)
PACE,LOAD,ABAJO_LNODED1,37.30361,-109.54806,POINT (-109.54806 37.30361)
PGE,LOAD,ABRN_LNODEWR1,45.36483,-122.5979363,POINT (-122.59793626294 45.36482999998227)
PGE,LOAD,ABRN_LNODEWR2,45.36483,-122.5980637,POINT (-122.59806373706 45.36482999998227)
APS,GEN,ACX_GNODESWMPCC,34.50429101,-110.3338631,POINT (-110.3338631303437 34.5042910069878)
APS,LOAD,ACX_LNODEUXL,34.50429101,-110.3339729,POINT (-110.3339728696563 34.5042910069878)
CA,GEN,ADCC_2_N001,37.632663,-121.785728,POINT (-121.785728 37.632663)
NV,LOAD,ADOBE_LNODE01,40.85343444,-115.7993284,POINT (-115.7993284355313 40.8534344367499)
NV,LOAD,ADOBE_LNODE02,40.85325356,-115.7993284,POINT (-115.7993284358577 40.85325356312681)
NV,LOAD,ADOBE_LNODE03,40.85325356,-115.7995676,POINT (-115.7995675641423 40.85325356312681)
NV,LOAD,ADOBE_LNODE08,40.85343444,-115.7995676,POINT (-115.7995675644687 40.8534344367499)
APS,LOAD,AD_LNODE10A,33.70887401,-112.134464,POINT (-112.134464 33.708874007)
APS,LOAD,AD_LNODE12A,33.70887401,-112.1343559,POINT (-112.1343558986375 33.70887400695289)
APS,LOAD,AD_LNODE18A,33.70879613,-112.1344099,POINT (-112.1344099493678 33.70879612871551)
APS,LOAD,AD_LNODE20A,33.70879613,-112.1345181,POINT (-112.1345180506322 33.70879612871551)
APS,LOAD,AD_LNODE21A,33.70887401,-112.1345721,POINT (-112.1345721013625 33.70887400695289)
APS,LOAD,AD_LNODE22A,33.70895189,-112.1345181,POINT (-112.1345180507303 33.70895188526092)
APS,LOAD,AD_LNODER9A,33.70895189,-112.1344099,POINT (-112.1344099492697 33.70895188526092)
CA,LOAD,AEC300_1_N001,37.74,-121.48,POINT (-121.48 37.74)
IPCO,GEN,AFPR_GNODE011,42.77797249,-112.8761529,POINT (-112.8761529 42.77797248792353)
IPCO,GEN,AFPR_GNODE012,42.77789181,-112.8760894,POINT (-112.8760894364889 42.77789180602075)
IPCO,GEN,AFPR_GNODE013,42.77789181,-112.8762164,POINT (-112.8762163635111 42.77789180602075)
IPCO,GEN,AFSR_GNODEFSR,42.8234666,-112.7382412,POINT (-112.7382412 42.8234666)
IPCO,LOAD,AFTS_LNODE131,42.7751494,-112.8733168,POINT (-112.8733168 42.7751494)
IPCO,LOAD,AGCK_LNODE061,45.012962,-113.6489508,POINT (-113.6489508088025 45.0129619999824)
IPCO,LOAD,AGCK_LNODENDY,45.012962,-113.6490778,POINT (-113.6490777911975 45.0129619999824)
PACW,LOAD,AGER_LNODE35,41.8675,-122.46414,POINT (-122.46414 41.8675)
PACW,LOAD,AGNESSAV_LNODE90,42.43167,-123.29806,POINT (-123.29806 42.43167)
CA,LOAD,AGNEW_1_N003,37.51,-121.84,POINT (-121.84 37.51)
CA,GEN,AGUAMNSA_7_B1,34.0426047,-117.3627072,POINT (-117.3627072 34.04260470000001)
APS,LOAD,AG_LNODER1A,33.94437801,-113.1792837,POINT (-113.1792836734699 33.94437800698807)
APS,LOAD,AG_LNODER3A,33.94437801,-113.1793923,POINT (-113.17939232653 33.94437800698807)
APS,LOAD,AIC TAP_LNODEAIC,32.37123601,-112.855061,POINT (-112.855061 32.371236007)
NV,LOAD,AIRPORT_LNODE06,39.4960404,-119.7895094,POINT (-119.7895094 39.4960404)
NV,LOAD,AIRPORT_LNODE42,39.4960404,-119.7893933,POINT (-119.7893933192808 39.49604039994228)
NV,LOAD,AIRPORT_LNODE65,39.49595082,-119.7893933,POINT (-119.7893933194304 39.49595082410321)
NV,LOAD,AIRPORT_LNODE66,39.49588748,-119.7894754,POINT (-119.7894754008193 39.49588748447272)
NV,LOAD,AIRPORT_LNODE67,39.49587234,-119.7895898,POINT (-119.7895898095398 39.49587233699842)
NV,LOAD,AIRPORT_LNODE69,39.49590336,-119.7896987,POINT (-119.7896987051921 39.49590336170366)
NV,LOAD,AIRPORT_LNODE82,39.49596869,-119.7897781,POINT (-119.7897781245172 39.49596869102372)
NV,LOAD,AIRPORT_LNODE83,39.49605335,-119.7898161,POINT (-119.7898160620476 39.49605334793698)
CA,LOAD,AIRPROD_1_N001,36.65,-119.54,POINT (-119.54 36.65)
PSE,LOAD,AIR_LNODEXF2,46.9525,-122.9163889,POINT (-122.9163889 46.9525)
APS,LOAD,AJ_LNODEMR2,32.41805901,-112.868615,POINT (-112.868615 32.418059007)
CA,LOAD,ALAMITOS_2_N001,33.771584,-118.100596,POINT (-118.100596 33.771584)
CA,LOAD,ALAMITOS_2_N040,33.77,-118.1,POINT (-118.1 33.77)
CA,GEN,ALAMOSC_7_N001,38.57591702,-121.4978457,POINT (-121.49784565 38.575917021)
CA,GEN,ALAMT1G_7_B1,33.771584,-118.1004878,POINT (-118.1004877513771 33.7715839999528)
CA,LOAD,ALAMT1G_7_N002,33.77149402,-118.1004878,POINT (-118.1004877514908 33.77149401717401)
CA,GEN,ALAMT2G_7_B1,33.77143039,-118.1005643,POINT (-118.1005642947693 33.77143038978412)
CA,LOAD,ALAMT2G_7_N002,33.77141517,-118.100671,POINT (-118.1006709842515 33.77141517349958)
CA,GEN,ALAMT3G_7_B1,33.76597799,-118.103663,POINT (-118.103663 33.76597798658855)
CA,LOAD,ALAMT3G_7_N002,33.77144634,-118.1007725,POINT (-118.1007725326229 33.77144633917226)
CA,GEN,ALAMT4G_7_B1,33.76589701,-118.1036068,POINT (-118.1036067593058 33.76589700669301)
CA,LOAD,ALAMT4G_7_N002,33.77151197,-118.1008466,POINT (-118.1008465934205 33.77151196531008)
CA,GEN,ALAMT5G_7_B1,33.76589701,-118.1037192,POINT (-118.1037192406942 33.76589700669301)
CA,LOAD,ALAMT5G_7_N002,33.77159701,-118.100882,POINT (-118.1008819712055 33.77159700683386)
CA,GEN,ALAMT6G_7_B1,33.77168686,-118.1008761,POINT (-118.1008760572907 33.77168685522523)
CA,LOAD,ALAMT6G_7_N002,33.77176916,-118.1008323,POINT (-118.1008323107266 33.77176916262267)
PACW,LOAD,ALBINA_LNODED1,45.53833,-122.6779661,POINT (-122.6779660890572 45.5383299999822)
PACW,LOAD,ALBINA_LNODED2,45.53833,-122.6780939,POINT (-122.6780939109428 45.5383299999822)
PACW,LOAD,ALDERWOO_LNODE70,45.56756,-122.5576061,POINT (-122.5576060558138 45.56755999998214)
PACW,LOAD,ALDERWOO_LNODE96,45.56756,-122.5577339,POINT (-122.5577339441861 45.56755999998214)
PGE,LOAD,ALDR_LNODEWR1,45.51612,-122.6317411,POINT (-122.6317411135449 45.5161199999822)
PGE,LOAD,ALDR_LNODEWR2,45.51612,-122.6318689,POINT (-122.6318688864551 45.5161199999822)
PSE,LOAD,ALG_LNODEXF1,48.61305556,-122.3369444,POINT (-122.3369444 48.61305556)
CA,LOAD,ALHAMBRA_1_N001,37.99408491,-122.1303119,POINT (-122.1303118735967 37.99408491213453)
CA,LOAD,ALHAMBRA_1_N002,37.99408491,-122.1304265,POINT (-122.1304265331093 37.99408491213453)
NV,LOAD,ALKALIN_LNODE08,37.82387879,-117.3373363,POINT (-117.3373362630397 37.82387878998619)
NV,LOAD,ALKALIN_LNODE09,37.82387879,-117.3374507,POINT (-117.3374507369603 37.82387878998619)
CA,LOAD,ALLEGHNY_6_N001,39.46489334,-120.8449456,POINT (-120.84494561514 39.4648933361067)
NV,LOAD,ALLEN_LNODE-1,36.27571914,-115.1859179,POINT (-115.1859179 36.27571913990769)
NV,LOAD,ALLEN_LNODE-2,36.27563855,-115.1858602,POINT (-115.1858601815385 36.27563854503224)
NV,LOAD,ALLEN_LNODE-3,36.27563855,-115.1859756,POINT (-115.1859756184615 36.27563854503224)
CA,LOAD,ALMADEN_6_N001,37.26026957,-121.8900819,POINT (-121.890081944069 37.26026957330529)
IPCO,LOAD,ALMA_LNODE131,42.8783936,-112.4500217,POINT (-112.4500216869619 42.87839359998369)
IPCO,LOAD,ALMA_LNODE132,42.8783936,-112.4501441,POINT (-112.4501441130381 42.87839359998369)
CA,GEN,ALMDACT1_7_B1,37.788781,-122.289418,POINT (-122.289418 37.788781)
CA,GEN,ALMDACT2_7_B1,38.728606,-121.3028815,POINT (-121.3028814633732 38.72860599998585)
CA,LOAD,ALPAUGH_1_N001,35.9634105,-119.4567964,POINT (-119.456796369046 35.9634104978265)
PSE,LOAD,ALPDIST_LNODEXF1,47.27888889,-122.2452112,POINT (-122.2452111643417 47.27888888998073)
PSE,LOAD,ALPDIST_LNODEXF2,47.27888889,-122.2453444,POINT (-122.2453444356582 47.27888888998073)
CA,LOAD,ALPINE_6_N001,32.8277835,-116.7898725,POINT (-116.7898725392576 32.82778349782751)
CA,LOAD,ALPINE_6_N005,32.8277835,-116.7899791,POINT (-116.7899791114364 32.82778349782751)
PSE,LOAD,ALQ_LNODEXF1,48.471581,-122.551184,POINT (-122.551184 48.471581)
CA,GEN,ALTA1G_7_B1,34.86020621,-116.853187,POINT (-116.853187 34.86020621378198)
CA,GEN,ALTA2G_7_B1,34.8598483,-116.8632389,POINT (-116.8632389 34.8598483)
CA,GEN,ALTA30ST_7_B1,34.87,-116.84,POINT (-116.84 34.87)
CA,GEN,ALTA31GT_7_B1,34.87,-116.88,POINT (-116.88 34.87)
CA,GEN,ALTA40ST_7_B1,34.87,-116.86,POINT (-116.86 34.87)
CA,GEN,ALTA41GT_7_B1,34.87,-116.85,POINT (-116.85 34.87)
CA,GEN,ALTA6B2_7_N003,35.034469,-118.2840019,POINT (-118.2840018919864 35.03446899998755)
CA,GEN,ALTA6E2_7_N002,35.034469,-118.2841121,POINT (-118.2841121080136 35.03446899998755)
CA,GEN,ALTAD1_7_N006,35.038349,-118.2927119,POINT (-118.2927118911285 35.03834899998758)
CA,GEN,ALTAD2_7_N006,35.038349,-118.2928221,POINT (-118.2928221088715 35.03834899998758)
PACE,LOAD,ALTAVIEW_LNODED1,40.58083,-111.8574405,POINT (-111.8574405014422 40.58082999998472)
PACE,LOAD,ALTAVIEW_LNODED2,40.58083,-111.8575595,POINT (-111.8575594985578 40.58082999998472)
NV,LOAD,ALTA_LNODE-3,36.16685294,-115.1919362,POINT (-115.19193619765 36.16685294162203)
NV,LOAD,ALTA_LNODE-4,36.16667388,-115.1919362,POINT (-115.1919361979033 36.1666738782757)
NV,LOAD,ALTA_LNODE-5,36.16667388,-115.192158,POINT (-115.1921580020967 36.1666738782757)
NV,LOAD,ALTA_LNODE-6,36.16685294,-115.192158,POINT (-115.19215800235 36.16685294162203)
CA,GEN,ALTMMDW_2_N001,38.728606,-122.289418,POINT (-122.289418 38.728606)
CA,LOAD,ALTO_6_N001,37.89825275,-122.5243031,POINT (-122.5243030767108 37.89825274815653)
CA,LOAD,ALTO_6_N101,37.89825275,-122.5244176,POINT (-122.5244176389912 37.89825274815653)
PACW,LOAD,ALTURAS_LNODE17,41.49972,-120.53306,POINT (-120.53306 41.49972)
CA,GEN,ALTWIND_1_N001,33.9,-116.58,POINT (-116.58 33.9)
APS,LOAD,AL_LNODER1A,33.34875801,-112.8326023,POINT (-112.8326023428582 33.34875800698846)
APS,LOAD,AL_LNODER3A,33.34875801,-112.8327097,POINT (-112.8327096571418 33.34875800698846)
PACE,LOAD,AMERICFO_LNODED1,40.375,-111.78278,POINT (-111.78278 40.375)
CA,LOAD,AMERIGAS_1_N001,38.43,-121.79,POINT (-121.79 38.43)
CA,LOAD,AMESBS_1_N004,37.41750983,-122.0661923,POINT (-122.066192315811 37.41750982814517)
CA,LOAD,AMESBS_1_N101,37.4174285,-122.0661332,POINT (-122.0661331944221 37.41742849800363)
CA,LOAD,AMESDST_1_N001,37.4174285,-122.0662514,POINT (-122.0662514371999 37.41742849800363)
PSE,LOAD,AME_LNODEXF1,47.64888889,-121.9722222,POINT (-121.9722222 47.64888889)
CA,LOAD,AMFORST_6_N001,38.3691924,-120.7965777,POINT (-120.796577728983 38.36919239614644)
PACE,LOAD,AMOCOT_LNODED1,40.803484,-111.927813,POINT (-111.927813 40.803484)
CA,GEN,AMSTGSW_6_N004,36.269444,-119.648333,POINT (-119.648333 36.269444)
PGE,LOAD,AMTY_LNODEBR1,45.11302,-123.2379125,POINT (-123.2379124508301 45.11301999998238)
PGE,LOAD,AMTY_LNODEBR2,45.11302,-123.2380395,POINT (-123.2380395491699 45.11301999998238)
CA,GEN,ANAHEIMG_7_B1,33.8531627,-117.857995,POINT (-117.857995 33.85316270000001)
NV,LOAD,ANAMOLY_LNODE34,38.32398,-117.335718,POINT (-117.335718 38.32398)
PSE,LOAD,ANA_LNODEXF1,48.51055556,-122.6113889,POINT (-122.6113889 48.51055556)
CA,LOAD,ANDERSON_6_N001,40.44983835,-122.305068,POINT (-122.305067956776 40.4498383482971)
PACE,LOAD,ANDERSON_LNODEAD,43.79778,-112.36722,POINT (-112.36722 43.79778)
NV,LOAD,ANDREWS_LNODE-1,36.24091398,-115.0852106,POINT (-115.0852105900783 36.24091397998719)
NV,LOAD,ANDREWS_LNODE-2,36.24091398,-115.0853216,POINT (-115.0853216099217 36.24091397998719)
PACE,LOAD,ANGEL_LNODED1,41.06783,-111.9880201,POINT (-111.9880200536994 41.06782999998447)
PACE,LOAD,ANGEL_LNODED2,41.06783,-111.9881399,POINT (-111.9881399463006 41.06782999998447)
CA,LOAD,ANGIOLA_6_N001,35.99200698,-119.5713696,POINT (-119.571369635805 35.9920069807201)
CA,LOAD,ANITA_6_N001,39.81104684,-121.9197608,POINT (-121.919760761225 39.8110468352768)
CA,LOAD,ANNAPOLS_6_N001,38.68031506,-123.3117823,POINT (-123.31178228924 38.6803150610646)
PSE,LOAD,ANP_LNODE502,48.43805556,-122.3716667,POINT (-122.3716667 48.43805556)
IPCO,GEN,ANRN_GNODE115,43.35699764,-115.4525546,POINT (-115.452554639 43.35699763900003)
PACE,LOAD,ANSCHUTZ_LNODED1,41.06659,-111.038482,POINT (-111.038482 41.06659000000001)
CA,LOAD,ANTELOPE_6_N001,35.65811676,-119.9960154,POINT (-119.996015367266 35.6581167628678)
PACE,LOAD,ANTELOPM_LNODE13,43.46222,-105.32972,POINT (-105.32972 43.46222)
NV,LOAD,ANTHEM_LNODE-1,35.98208331,-115.0842244,POINT (-115.0842244 35.98208330974052)
NV,LOAD,ANTHEM_LNODE-2,35.98200272,-115.0841669,POINT (-115.0841668972453 35.98200271511602)
NV,LOAD,ANTHEM_LNODE-3,35.98200272,-115.0842819,POINT (-115.0842819027547 35.98200271511602)
CA,LOAD,ANTLER_6_N001,40.89358139,-122.3792444,POINT (-122.379244437145 40.8935813873049)
APS,LOAD,AN_LNODE18A,34.62990327,-112.440411,POINT (-112.440411 34.62990326632837)
APS,LOAD,AN_LNODE22A,34.62982188,-112.4403539,POINT (-112.4403538930086 34.62982187732252)
APS,LOAD,AN_LNODE26A,34.62982188,-112.4404681,POINT (-112.4404681069914 34.62982187732252)
PACW,LOAD,APPLEGAT_LNODE75,42.34694,-123.30528,POINT (-123.30528 42.34694)
CA,LOAD,APPLEHL_1_N001,38.73992571,-120.6770009,POINT (-120.6770008509771 38.73992571162565)
CA,LOAD,APPLEHL_1_N002,38.73974619,-120.6770009,POINT (-120.6770008512664 38.73974618801998)
CA,GEN,APPLEHL_1_N004,38.73974619,-120.677231,POINT (-120.6772310107716 38.73974618801998)
CA,LOAD,APPMAT_1_N001,37.36,-121.9799432,POINT (-121.9799431730539 37.35999999998644)
CA,LOAD,APPMAT_1_N010,37.36,-121.9800568,POINT (-121.9800568269461 37.35999999998644)
PSE,LOAD,APR_LNODE110,47.15361111,-122.2736111,POINT (-122.2736111 47.15361111)
CA,GEN,APTORVC_6_N002,39.480833,-121.562222,POINT (-121.562222 39.480833)
NV,GEN,APX SOLR_GNODEIT,36.35916052,-114.9111744,POINT (-114.9111744 36.35916052)
APS,LOAD,AQ_LNODEVX3,33.68370501,-112.035795,POINT (-112.0357949786982 33.68370500698827)
APS,LOAD,AQ_LNODEX11,33.68370501,-112.035903,POINT (-112.0359030213018 33.68370500698827)
CA,LOAD,ARBUCKLE_6_N001,39.01762491,-122.061575,POINT (-122.061575049795 39.0176249119657)
CA,GEN,ARBWIND_6_N001,35.12178,-118.388974,POINT (-118.388974 35.12178)
CA,LOAD,ARCATA_6_N001,40.86713233,-124.0882859,POINT (-124.088285942134 40.8671323301478)
CA,GEN,ARCO1G_7_B1,33.821111,-118.241667,POINT (-118.241667 33.821111)
PSE,LOAD,ARCPSE_LNODEXF8,48.88694444,-122.7265986,POINT (-122.7265985958252 48.88694443997991)
PSE,LOAD,ARCPSE_LNODEXF9,48.88694444,-122.7267348,POINT (-122.7267348041748 48.88694443997991)
APS,LOAD,ARC_LNODER2A,32.80764801,-111.5317007,POINT (-111.5317007223904 32.80764800698872)
APS,LOAD,ARC_LNODER4A,32.80764801,-111.5318073,POINT (-111.5318072776096 32.80764800698872)
NV,LOAD,ARDENN_LNODE-4,36.0080381,-115.2127055,POINT (-115.2127054535139 36.00803809998732)
NV,LOAD,ARDENN_LNODE-5,36.0080381,-115.2128161,POINT (-115.2128161464861 36.00803809998732)
PSE,LOAD,ARD_LNODEXF1,47.63083333,-122.1352109,POINT (-122.1352108595632 47.63083332998053)
PSE,LOAD,ARD_LNODEXF4,47.63083333,-122.1353447,POINT (-122.1353447404368 47.63083332998053)
IPCO,GEN,ARHP_GNODERHP,43.59388858,-115.923631,POINT (-115.92363103 43.59388858400007)
PACW,LOAD,ARIEL_LNODE_1,45.95306,-122.56611,POINT (-122.56611 45.95306)
PACW,LOAD,ARLINGTO_LNODE75,45.71306,-120.20361,POINT (-120.20361 45.71306)
PGE,LOAD,ARLT_LNODEBR2,45.11302,-122.6072825,POINT (-122.6072824508301 45.11301999998238)
PGE,LOAD,ARLT_LNODEBR3,45.11302,-122.6074095,POINT (-122.6074095491699 45.11301999998238)
PGE,LOAD,ARMS_LNODEONG,45.8478241,-122.820679,POINT (-122.820679 45.8478241)
PSE,LOAD,ARN_LNODEXF3,48.888109,-122.7287099,POINT (-122.7287098939376 48.88810899997991)
PSE,LOAD,ARN_LNODEXF4,48.888109,-122.7288461,POINT (-122.7288461060624 48.88810899997991)
PSE,LOAD,ARS_LNODEXF5,48.88472222,-122.7288208,POINT (-122.7288207994222 48.88472221997988)
PSE,LOAD,ARS_LNODEXF6,48.88472222,-122.728957,POINT (-122.7289570005778 48.88472221997988)
NV,LOAD,ARTESIAN_LNODE-2,36.17454971,-115.1151668,POINT (-115.1151668 36.17454970935885)
NV,LOAD,ARTESIAN_LNODE-3,36.17446913,-115.1151092,POINT (-115.1151091674671 36.17446913030671)
NV,LOAD,ARTESIAN_LNODE-4,36.17446913,-115.1152244,POINT (-115.1152244325329 36.17446913030671)
CA,LOAD,ARTESN_6_N001,33.02116315,-117.134205,POINT (-117.134204992561 33.021163152552)
IPCO,LOAD,ARTN_LNODE125,42.4319191,-114.2292147,POINT (-114.2292147 42.4319191)
CA,LOAD,ARVINED_1_N001,35.15044597,-118.8787033,POINT (-118.8787033204119 35.15044596804793)
CA,LOAD,ARVIN_6_N001,35.15044597,-118.8788136,POINT (-118.8788135806661 35.15044596804793)
APS,LOAD,AR_LNODE10A,32.66803601,-114.496067,POINT (-114.496067 32.668036007)
APS,LOAD,AR_LNODE12A,32.66803601,-114.4959605,POINT (-114.4959605401262 32.66803600695523)
APS,LOAD,AR_LNODER1A,32.66794639,-114.496067,POINT (-114.496067 32.66794638779665)
APS,LOAD,AR_LNODER2A,32.66803601,-114.4961735,POINT (-114.4961734598738 32.66803600695523)
APS,LOAD,AR_LNODER4A,32.66812563,-114.496067,POINT (-114.496067 32.66812562620318)
PSE,LOAD,ASB_LNODEXF1,47.44722222,-122.2805556,POINT (-122.2805556 47.44722222)
PACW,LOAD,ASHLAND_LNODELD,42.21036,-122.70756,POINT (-122.70756 42.21035999999999)
CA,LOAD,ASHLAN_2_N001,33.13651634,-117.070292,POINT (-117.070291975275 33.1365163430764)
CA,LOAD,ASHLAN_2_N007,33.13651634,-117.070185,POINT (-117.0701850327759 33.13651634303072)
CA,LOAD,ASHLAN_2_N008,36.79258458,-119.8274896,POINT (-119.827489554307 36.7925845798817)
PACE,LOAD,ASHLEY_LNODED1,40.50831,-109.5765206,POINT (-109.5765205899774 40.5083099999848)
PACE,LOAD,ASHLEY_LNODED2,40.50831,-109.5766394,POINT (-109.5766394100226 40.5083099999848)
CA,LOAD,ASH_6_N001,33.13642679,-117.070292,POINT (-117.070291975275 33.13642679258256)
CA,LOAD,ASH_6_N005,33.13651634,-117.0703989,POINT (-117.0703989177741 33.13651634303072)
CA,LOAD,ASH_6_N101,33.13660589,-117.070292,POINT (-117.070291975275 33.13660589357027)
APS,LOAD,AS_LNODER2A,35.21980401,-112.4827099,POINT (-112.4827098593762 35.2198040069875)
APS,LOAD,AS_LNODER6A,35.21980401,-112.4828201,POINT (-112.4828201406238 35.2198040069875)
CA,LOAD,ATASCDRO_6_N001,35.46530923,-120.671582,POINT (-120.671582040026 35.4653092280067)
PACW,LOAD,ATHENA_LNODE96,45.811606,-118.49521,POINT (-118.49521 45.811606)
PACE,LOAD,ATLANTIC_LNODEEN,42.525,-108.76211,POINT (-108.76211 42.525)
PACW,LOAD,ATTALIA_LNODE74,46.10778,-118.91889,POINT (-118.91889 46.10778)
CA,LOAD,ATWATER_1_B2,37.3599958,-120.6146482,POINT (-120.6146481604656 37.35999579961915)
CA,LOAD,ATWATER_1_N001,37.3599958,-120.6147618,POINT (-120.6147618143484 37.35999579961915)
CA,GEN,ATWELL_1_N001,35.895076,-119.510968,POINT (-119.510968 35.895076)
APS,LOAD,AT_LNODE11A,33.59114501,-111.839045,POINT (-111.839045 33.591145007)
APS,LOAD,AT_LNODE13A,33.59114501,-111.8389372,POINT (-111.8389371703874 33.59114500695325)
APS,LOAD,AT_LNODE16A,33.59106722,-111.8389911,POINT (-111.8389910852423 33.59106721816524)
APS,LOAD,AT_LNODE17A,33.59106722,-111.8390989,POINT (-111.8390989147577 33.59106721816524)
APS,LOAD,AT_LNODER3A,33.59114501,-111.8391528,POINT (-111.8391528296126 33.59114500695325)
APS,LOAD,AT_LNODER4A,33.5912228,-111.8390989,POINT (-111.8390989148549 33.5912227958114)
APS,LOAD,AT_LNODER7A,33.5912228,-111.8389911,POINT (-111.8389910851451 33.5912227958114)
CA,LOAD,AUBERRY_6_N001,37.06806099,-119.4957192,POINT (-119.495719191112 37.06806098595246)
CA,LOAD,AUBERRY_6_N003,37.06806099,-119.4958321,POINT (-119.49583213604 37.06806098595246)
CA,LOAD,AUBURN_6_N001,38.90339657,-121.0699211,POINT (-121.069921082086 38.90339657128479)
PACW,LOAD,AUSTINTP_LNODELD,0,0,POINT (0 0)
CA,GEN,AVENAL_6_GN001,35.977778,-120.116944,POINT (-120.116944 35.977778)
CA,GEN,AVENAL_6_GN002,35.978056,-120.1168887,POINT (-120.1168886700662 35.97805599998733)
CA,GEN,AVENAL_6_GN003,35.978056,-120.1169993,POINT (-120.1169993299338 35.97805599998733)
CA,LOAD,AVENA_1_N001,37.8422083,-121.0541222,POINT (-121.05412223441 37.8422082992561)
NV,LOAD,AVERA_LNODE-1,36.08593764,-115.2823908,POINT (-115.282390805778 36.08593763998726)
NV,LOAD,AVERA_LNODE-2,36.08593764,-115.2825016,POINT (-115.2825015942221 36.08593763998726)
CA,LOAD,AVOCADO_6_N001,33.38466709,-117.2369236,POINT (-117.2369235757488 33.38466709311378)
CA,LOAD,AVOCADO_6_N002,33.38466709,-117.237031,POINT (-117.2370309611551 33.38466709311378)
PSE,LOAD,AVO_LNODEXF1,47.70694444,-122.0913889,POINT (-122.0913889 47.70694444)
CA,GEN,AVSOLAR_7_N008,34.789501,-118.431381,POINT (-118.431381 34.789501)
NV,LOAD,AWT_LNODE-1,36.11160931,-115.0217923,POINT (-115.0217923 36.11160931)
APS,LOAD,AW_LNODE10A,33.66769007,-112.227447,POINT (-112.227447 33.66769007)
APS,LOAD,AW_LNODE12A,33.66769007,-112.227339,POINT (-112.2273389946326 33.667690069953)
APS,LOAD,AW_LNODE13A,33.66761222,-112.227393,POINT (-112.2273929973651 33.66761222357992)
APS,LOAD,AW_LNODER2A,33.66761222,-112.227501,POINT (-112.2275010026348 33.66761222357992)
APS,LOAD,AW_LNODER4A,33.66769007,-112.227555,POINT (-112.2275550053674 33.667690069953)
APS,LOAD,AW_LNODER5A,33.66776792,-112.227501,POINT (-112.2275010027326 33.6677679163965)
APS,LOAD,AW_LNODER9A,33.66776792,-112.227393,POINT (-112.2273929972674 33.6677679163965)
APS,LOAD,AY_LNODE13A,33.59591201,-112.153228,POINT (-112.153228 33.595912007)
APS,LOAD,AY_LNODER1A,33.59591201,-112.1531202,POINT (-112.1531201595699 33.59591200695322)
APS,LOAD,AY_LNODER2A,33.59582218,-112.153228,POINT (-112.153228 33.59582218015738)
APS,LOAD,AY_LNODER4A,33.59591201,-112.1533358,POINT (-112.1533358404301 33.59591200695322)
APS,LOAD,AY_LNODER6A,33.59600183,-112.153228,POINT (-112.153228 33.59600183384257)
APS,LOAD,AZ_LNODE10A,32.82524901,-113.4547107,POINT (-113.4547107150013 32.82524900698869)
APS,LOAD,AZ_LNODE12A,32.82524901,-113.4548173,POINT (-113.4548172849987 32.82524900698869)
PACE,LOAD,BACCHUSH_LNODED1,40.66417,-112.08722,POINT (-112.08722 40.66417)
CA,GEN,BADGERCK_7_N001,35.496111,-119.008889,POINT (-119.008889 35.496111)
IPCO,GEN,BADM_GNODEADM,43.560926,-116.121325,POINT (-116.121325 43.560926)
